场景名称,标准问题,扩展问题,答案
工伤保险待遇恢复,[t_地市名称]工伤保险待遇恢复的办理方式,[t_地市名称]工伤保险待遇恢复的办理方式有哪些,"[answer]
execut:city=省级 THEN answer="" 省本级工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer=""苏州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer=""宿迁市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
工伤保险待遇恢复,[t_地市名称]工伤保险待遇恢复的办理方式,[t_地市名称]工伤保险待遇恢复有没有网上办理方式,"[answer]
execut:city=省级 THEN answer="" 省本级工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer=""苏州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer=""宿迁市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
工伤保险待遇恢复,工伤保险待遇恢复,工伤保险待遇还能恢复吗,请问您要咨询的是工伤保险待遇恢复的办理条件、办理对象、所需材料、办理时间、办理方式还是办结时限？
工伤保险待遇恢复,工伤保险待遇恢复,如何办理工伤保险待遇恢复手续,请问您要咨询的是工伤保险待遇恢复的办理条件、办理对象、所需材料、办理时间、办理方式还是办结时限？
工伤保险待遇恢复,工伤保险待遇恢复,工伤保险的待遇怎么样恢复,请问您要咨询的是工伤保险待遇恢复的办理条件、办理对象、所需材料、办理时间、办理方式还是办结时限？
工伤保险待遇恢复,工伤保险待遇恢复,之前领的工伤待遇还能恢复领取吗,请问您要咨询的是工伤保险待遇恢复的办理条件、办理对象、所需材料、办理时间、办理方式还是办结时限？
工伤保险待遇恢复,工伤保险待遇恢复,我想恢复工伤保险待遇,请问您要咨询的是工伤保险待遇恢复的办理条件、办理对象、所需材料、办理时间、办理方式还是办结时限？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定,申请工伤劳动能力复查鉴定,请问您要咨询的是工伤劳动能力复查鉴定的情形，申请材料，申请条件还是申请部门？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定,劳动能力的复查鉴定,请问您要咨询的是工伤劳动能力复查鉴定的情形，申请材料，申请条件还是申请部门？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定,工商或劳动能力复查鉴定申请,请问您要咨询的是工伤劳动能力复查鉴定的情形，申请材料，申请条件还是申请部门？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定,劳动能力复查鉴定,请问您要咨询的是工伤劳动能力复查鉴定的情形，申请材料，申请条件还是申请部门？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定,复查鉴定,请问您要咨询的是工伤劳动能力复查鉴定的情形，申请材料，申请条件还是申请部门？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定,劳动能力复查,请问您要咨询的是工伤劳动能力复查鉴定的情形，申请材料，申请条件还是申请部门？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定的申请条件,什么条件下可以申请劳动能力复查鉴定,请问您要咨询的是允许受理条件还是不予受理条件？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定的申请条件,劳动能力复查鉴定的申请条件,请问您要咨询的是允许受理条件还是不予受理条件？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定的申请条件,申请工伤劳动能力复查鉴定的条件,请问您要咨询的是允许受理条件还是不予受理条件？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定的申请条件,哪些条件下可以申请劳动能力复查鉴定,请问您要咨询的是允许受理条件还是不予受理条件？
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定的申请条件,申请工伤劳动能力复查鉴定需要哪些条件,请问您要咨询的是允许受理条件还是不予受理条件？
工伤医疗（康复、住院伙食补助）费用申请,工伤医疗（康复、住院伙食补助）费用申请,工伤医疗（康复、住院伙食补助）费用如何申请,请问您要咨询的是工伤医疗（康复、住院伙食补助）费用的申请条件、办理对象、所需材料、办理时间、办理方式、发放时限、发放方式还是工伤医疗住院伙食费的标准？
工伤医疗（康复、住院伙食补助）费用申请,工伤医疗（康复、住院伙食补助）费用申请,怎么申请工伤医疗（康复、住院伙食补助）费用,请问您要咨询的是工伤医疗（康复、住院伙食补助）费用的申请条件、办理对象、所需材料、办理时间、办理方式、发放时限、发放方式还是工伤医疗住院伙食费的标准？
工伤医疗（康复、住院伙食补助）费用申请,工伤医疗（康复、住院伙食补助）费用申请,我想申请工伤医疗费用,请问您要咨询的是工伤医疗（康复、住院伙食补助）费用的申请条件、办理对象、所需材料、办理时间、办理方式、发放时限、发放方式还是工伤医疗住院伙食费的标准？
工伤医疗（康复、住院伙食补助）费用申请,工伤医疗（康复、住院伙食补助）费用申请,如何申请工伤医疗（康复、住院伙食补助）费用,请问您要咨询的是工伤医疗（康复、住院伙食补助）费用的申请条件、办理对象、所需材料、办理时间、办理方式、发放时限、发放方式还是工伤医疗住院伙食费的标准？
工伤医疗（康复、住院伙食补助）费用申请,工伤医疗（康复、住院伙食补助）费用申请,关于工伤医疗（康复、住院伙食补助）费用申请流程,请问您要咨询的是工伤医疗（康复、住院伙食补助）费用的申请条件、办理对象、所需材料、办理时间、办理方式、发放时限、发放方式还是工伤医疗住院伙食费的标准？
工伤医疗（康复、住院伙食补助）费用申请,[t_地市名称]申领工伤医疗（康复、住院伙食补助）费用的办理方式,[t_地市名称]工伤康复费用申领的办理渠道有哪些,"[answer]
execut:city=省级 THEN answer="" 省本级申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer="" 苏州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer="" 宿迁市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
工伤医疗（康复、住院伙食补助）费用申请,[t_地市名称]申领工伤医疗（康复、住院伙食补助）费用的办理方式,[t_地市名称]申领工伤医疗（康复、住院伙食补助）费用到哪里去办理,"[answer]
execut:city=省级 THEN answer="" 省本级申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer="" 苏州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer="" 宿迁市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
工伤医疗（康复、住院伙食补助）费用申请,[t_地市名称]申领工伤医疗（康复、住院伙食补助）费用的办理方式,[t_地市名称]工伤住院伙食补助申请的渠道有哪些,"[answer]
execut:city=省级 THEN answer="" 省本级申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer="" 苏州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer="" 宿迁市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
工伤医疗（康复、住院伙食补助）费用申请,[t_地市名称]申领工伤医疗（康复、住院伙食补助）费用的办理方式,[t_地市名称]工伤医疗费用通过什么方式申领,"[answer]
execut:city=省级 THEN answer="" 省本级申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer="" 苏州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer="" 宿迁市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
